id_sess,block,trial,dual,lines_first,decision,task,side,coherence,mu,meanTilt,sdTilt,tOn,tOff,rr,acc,tResp,id,seq,session,signed_mu,signed_coherence
02zm04,4,19,1,1,2,motion,1,0.106,NaN,NaN,NaN,1210250.5668,1210250.9837,1,1,0.1244,2,02,4,NaN,0.106
02zm04,4,20,1,1,1,orientation,1,NaN,5.2813,7.0346,14.633,1210253.1232,1210253.428,1,1,0.24,2,02,4,5.2813,NaN
02zm04,4,20,1,1,2,motion,1,0.82,NaN,NaN,NaN,1210254.2144,1210254.6335,1,1,0.3146,2,02,4,NaN,0.82
02zm04,4,21,1,1,1,orientation,1,NaN,0.0755,2.2829,14.8464,1210257.4645,1210257.7688,1,1,0.2192,2,02,4,0.0755,NaN
02zm04,4,21,1,1,2,motion,1,0.1084,NaN,NaN,NaN,1210258.5328,1210258.9495,1,1,0.2222,2,02,4,NaN,0.1084
02zm04,4,22,1,1,1,orientation,1,NaN,5.2942,5.6238,15.2107,1210261.3936,1210261.6976,1,1,0.0985,2,02,4,5.2942,NaN
02zm04,4,22,1,1,2,motion,1,0.0406,NaN,NaN,NaN,1210262.4035,1210262.7785,1,1,0.1536,2,02,4,NaN,0.0406
02zm04,4,23,1,1,1,orientation,-1,NaN,1.1165,-1.95,15.9747,1210264.8559,1210265.1579,0,1,0.6378,2,02,4,-1.1165,NaN
02zm04,4,23,1,1,2,motion,1,0.7317,NaN,NaN,NaN,1210266.4006,1210266.7539,1,1,0.0342,2,02,4,NaN,0.7317
02zm04,4,24,1,1,1,orientation,-1,NaN,2.4917,-3.0946,15.3738,1210268.8246,1210269.1266,1,0,0.4454,2,02,4,-2.4917,NaN
02zm04,4,24,1,1,2,motion,-1,0.8617,NaN,NaN,NaN,1210270.1285,1210270.4763,0,1,0.1678,2,02,4,NaN,-0.8617
02zm04,4,25,1,1,1,orientation,1,NaN,2.6951,1.1821,15.3446,1210273.2135,1210273.5155,1,1,0.4565,2,02,4,2.6951,NaN
02zm04,4,25,1,1,2,motion,1,0.129,NaN,NaN,NaN,1210274.5126,1210274.8593,1,1,0.2648,2,02,4,NaN,0.129
02zm04,4,26,1,1,1,orientation,-1,NaN,4.7437,-4.019,14.0466,1210277.4534,1210277.7566,0,1,0.2471,2,02,4,-4.7437,NaN
02zm04,4,26,1,1,2,motion,1,0.7545,NaN,NaN,NaN,1210278.5448,1210278.8922,1,1,0.0005,2,02,4,NaN,0.7545
02zm04,4,27,1,1,1,orientation,-1,NaN,2.1163,-2.4986,15.3055,1210281.2207,1210281.5232,1,0,0.6725,2,02,4,-2.1163,NaN
02zm04,4,27,1,1,2,motion,-1,0.3518,NaN,NaN,NaN,1210282.7207,1210283.0697,0,1,0.2783,2,02,4,NaN,-0.3518
02zm04,4,28,1,1,1,orientation,1,NaN,0.1268,2.968,14.5701,1210285.1766,1210285.4786,1,1,0.2215,2,02,4,0.1268,NaN
02zm04,4,28,1,1,2,motion,1,0.5823,NaN,NaN,NaN,1210286.2414,1210286.6029,1,1,0.1368,2,02,4,NaN,0.5823
02zm04,4,29,1,1,1,orientation,-1,NaN,4.8607,-5.7528,14.744,1210289.0274,1210289.3294,0,1,0.2263,2,02,4,-4.8607,NaN
02zm04,4,29,1,1,2,motion,1,0.4936,NaN,NaN,NaN,1210290.0965,1210290.4439,1,1,0.0882,2,02,4,NaN,0.4936
02zm04,4,30,1,1,1,orientation,-1,NaN,3.3997,-3.4367,12.9442,1210292.6257,1210292.9277,0,1,0.2919,2,02,4,-3.3997,NaN
02zm04,4,30,1,1,2,motion,1,0.6674,NaN,NaN,NaN,1210293.7315,1210294.1476,1,1,0.0005999999999999999,2,02,4,NaN,0.6674
02zm04,4,31,1,1,1,orientation,1,NaN,0.107,0.6063,14.6031,1210296.4525,1210296.7587,0,0,0.4133,2,02,4,0.107,NaN
02zm04,4,31,1,1,2,motion,-1,0.4356,NaN,NaN,NaN,1210297.7323,1210298.1245,1,0,0.0712,2,02,4,NaN,-0.4356
02zm04,4,32,1,1,1,orientation,-1,NaN,3.3727,-3.2594,16.6169,1210300.4496,1210300.7516,0,1,0.2444,2,02,4,-3.3727,NaN
02zm04,4,32,1,1,2,motion,1,0.8056,NaN,NaN,NaN,1210301.5365,1210301.8854,1,1,0.0704,2,02,4,NaN,0.8056
02zm04,4,33,1,1,1,orientation,-1,NaN,2.239,-0.2263,15.2152,1210304.0941,1210304.3961,0,1,0.2959,2,02,4,-2.239,NaN
02zm04,4,33,1,1,2,motion,1,0.6413,NaN,NaN,NaN,1210305.2488,1210305.6019,1,1,0.1301,2,02,4,NaN,0.6413
02zm04,4,34,1,1,1,orientation,-1,NaN,4.1977,-6.0759,15.5058,1210307.8019,1210308.1051,0,1,0.1866,2,02,4,-4.1977,NaN
02zm04,4,34,1,1,2,motion,1,0.5127,NaN,NaN,NaN,1210308.8488,1210309.2017,1,1,0.1142,2,02,4,NaN,0.5127
02zm04,4,35,1,1,1,orientation,-1,NaN,0.3762,-3.0964,14.1089,1210311.3511,1210311.6543,0,1,0.4774,2,02,4,-0.3762,NaN
02zm04,4,35,1,1,2,motion,1,0.398,NaN,NaN,NaN,1210312.689,1210313.0387,1,1,0.2292,2,02,4,NaN,0.398
02zm04,4,36,1,1,1,orientation,1,NaN,3.1237,2.8469,16.6325,1210315.3625,1210315.6645,1,1,0.4352,2,02,4,3.1237,NaN
02zm04,4,36,1,1,2,motion,1,0.3782,NaN,NaN,NaN,1210316.6088,1210316.9569,1,1,0.1508,2,02,4,NaN,0.3782
02zm04,4,37,1,1,1,orientation,1,NaN,0.3681,0.1414,14.5227,1210319.5153,1210319.8173,0,0,0.2024,2,02,4,0.3681,NaN
02zm04,4,37,1,1,2,motion,-1,0.3106,NaN,NaN,NaN,1210320.5925,1210320.94,0,1,0.2,2,02,4,NaN,-0.3106
02zm04,4,38,1,1,1,orientation,-1,NaN,1.2383,-2.1754,16.0572,1210323.5553,1210323.8573,1,0,0.4347,2,02,4,-1.2383,NaN
02zm04,4,38,1,1,2,motion,-1,0.6285,NaN,NaN,NaN,1210324.8487,1210325.2011,0,1,0.7226,2,02,4,NaN,-0.6285
02zm04,4,39,1,1,1,orientation,-1,NaN,0.0026,-1.3227,14.6787,1210328.0551,1210328.3571,0,1,0.1426,2,02,4,-0.0026,NaN
02zm04,4,39,1,1,2,motion,1,0.0973,NaN,NaN,NaN,1210329.058,1210329.4063,1,1,0.2614,2,02,4,NaN,0.0973
02zm04,4,40,1,1,1,orientation,1,NaN,3.467,3.1471,15.003,1210332.0382,1210332.3402,1,1,0.3995,2,02,4,3.467,NaN
02zm04,4,40,1,1,2,motion,1,0.6471,NaN,NaN,NaN,1210333.2487,1210333.6005,1,1,0.4515,2,02,4,NaN,0.6471
02zm04,4,41,1,1,1,orientation,-1,NaN,5.5519,-6.6249,16.1852,1210336.3906,1210336.6927,0,1,0.223,2,02,4,-5.5519,NaN
02zm04,4,41,1,1,2,motion,1,0.4443,NaN,NaN,NaN,1210337.4577,1210337.8058,1,1,0.0058,2,02,4,NaN,0.4443
02zm04,4,42,1,1,1,orientation,-1,NaN,4.1293,-6.6894,14.2773,1210340.0812,1210340.3832,0,1,0.2605,2,02,4,-4.1293,NaN
02zm04,4,42,1,1,2,motion,1,0.318,NaN,NaN,NaN,1210341.1721,1210341.5556,1,1,0.1764,2,02,4,NaN,0.318
02zm04,4,43,1,1,1,orientation,-1,NaN,1.139,-1.7314,15.1992,1210343.8876,1210344.1896,0,1,0.486,2,02,4,-1.139,NaN
02zm04,4,43,1,1,2,motion,1,0.4291,NaN,NaN,NaN,1210345.2327,1210345.5832,1,1,0.1005,2,02,4,NaN,0.4291
02zm04,4,44,1,1,1,orientation,1,NaN,4.6497,3.5878,16.525,1210348.1874,1210348.4894,0,0,1.9622,2,02,4,4.6497,NaN
02zm04,4,44,1,1,2,motion,-1,0.6772,NaN,NaN,NaN,1210351.0085,1210351.3554,0,1,0.2485,2,02,4,NaN,-0.6772
02zm04,4,45,1,1,1,orientation,-1,NaN,2.1312,-0.5921,16.2295,1210353.8155,1210354.1186,0,1,0.493,2,02,4,-2.1312,NaN
02zm04,4,45,1,1,2,motion,1,0.0171,NaN,NaN,NaN,1210355.1526,1210355.5026,1,1,0.181,2,02,4,NaN,0.0171
02zm04,4,46,1,1,1,orientation,-1,NaN,4.0881,-4.2083,15.7473,1210357.8804,1210358.1824,0,1,0.2375,2,02,4,-4.0881,NaN
02zm04,4,46,1,1,2,motion,1,0.8555,NaN,NaN,NaN,1210358.9767,1210359.3237,1,1,0.2162,2,02,4,NaN,0.8555
02zm04,4,47,1,1,1,orientation,-1,NaN,5.9436,-6.3605,16.9428,1210361.5926,1210361.8947,0,1,0.1733,2,02,4,-5.9436,NaN
02zm04,4,47,1,1,2,motion,1,0.0621,NaN,NaN,NaN,1210362.6086,1210362.9548,1,1,0.2011,2,02,4,NaN,0.0621
02zm04,4,48,1,1,1,orientation,-1,NaN,5.7647,-5.1631,15.406,1210365.4931,1210365.7951,1,0,0.6249,2,02,4,-5.7647,NaN
02zm04,4,48,1,1,2,motion,-1,0.7007,NaN,NaN,NaN,1210366.9445,1210367.2987,0,1,0.1609,2,02,4,NaN,-0.7007
02zm04,4,49,1,1,1,orientation,1,NaN,0.9895,2.2605,14.3615,1210369.6884,1210369.9904,1,1,0.2212,2,02,4,0.9895,NaN
02zm04,4,49,1,1,2,motion,1,0.0768,NaN,NaN,NaN,1210370.7531,1210371.1039,1,1,0.1641,2,02,4,NaN,0.0768
02zm04,4,50,1,1,1,orientation,1,NaN,1.5194,1.582,16.3678,1210373.7563,1210374.0582,1,1,0.1697,2,02,4,1.5194,NaN
02zm04,4,50,1,1,2,motion,1,0.0954,NaN,NaN,NaN,1210374.7531,1210375.115,1,1,0.153,2,02,4,NaN,0.0954
02zm04,5,1,1,1,1,orientation,-1,NaN,4.4651,-4.1542,14.1724,1210380.3399,1210380.6419,0,1,0.354,2,02,4,-4.4651,NaN
02zm04,5,1,1,1,2,motion,1,0.6949,NaN,NaN,NaN,1210381.538,1210381.8869,1,1,0.0847,2,02,4,NaN,0.6949
02zm04,5,2,1,1,1,orientation,1,NaN,0.0384,1.0656,16.8427,1210384.6283,1210384.9303,1,1,0.2573,2,02,4,0.0384,NaN
02zm04,5,2,1,1,2,motion,1,0.2024,NaN,NaN,NaN,1210385.7286,1210386.0811,1,1,0.1788,2,02,4,NaN,0.2024
02zm04,5,3,1,1,1,orientation,1,NaN,0.6741,1.2267,16.8416,1210388.8107,1210389.1144,0,0,0.2812,2,02,4,0.6741,NaN
02zm04,5,3,1,1,2,motion,-1,0.8433,NaN,NaN,NaN,1210389.958,1210390.3368,0,1,0.4351,2,02,4,NaN,-0.8433
02zm04,5,4,1,1,1,orientation,1,NaN,3.8222,2.1322,14.31,1210393.0849,1210393.387,1,1,0.1849,2,02,4,3.8222,NaN
02zm04,5,4,1,1,2,motion,1,0.7765,NaN,NaN,NaN,1210394.1285,1210394.4807,1,1,0.0829,2,02,4,NaN,0.7765
02zm04,5,5,1,1,1,orientation,-1,NaN,2.6011,-3.4517,14.0583,1210396.8846,1210397.1866,0,1,0.3209,2,02,4,-2.6011,NaN
02zm04,5,5,1,1,2,motion,1,0.6928,NaN,NaN,NaN,1210398.0486,1210398.3973,1,1,0.0543,2,02,4,NaN,0.6928
02zm04,5,6,1,1,1,orientation,-1,NaN,5.1598,-3.7606,14.9217,1210400.6231,1210400.9252,0,1,0.2624,2,02,4,-5.1598,NaN
02zm04,5,6,1,1,2,motion,1,0.4296,NaN,NaN,NaN,1210401.7126,1210402.0636,1,1,0.0523,2,02,4,NaN,0.4296
02zm04,5,7,1,1,1,orientation,1,NaN,4.5139,2.9882,15.6591,1210404.3011,1210404.6032,1,1,0.2006,2,02,4,4.5139,NaN
02zm04,5,7,1,1,2,motion,1,0.2397,NaN,NaN,NaN,1210405.3926,1210405.7468,1,1,0.0005999999999999999,2,02,4,NaN,0.2397
02zm04,5,8,1,1,1,orientation,1,NaN,5.4844,5.0162,16.5389,1210408.0419,1210408.3439,1,1,0.1881,2,02,4,5.4844,NaN
02zm04,5,8,1,1,2,motion,1,0.2995,NaN,NaN,NaN,1210409.1046,1210409.4522,1,1,0.0554,2,02,4,NaN,0.2995
02zm04,5,9,1,1,1,orientation,-1,NaN,3.1315,-3.5844,14.1162,1210411.7765,1210412.0785,0,1,0.5011,2,02,4,-3.1315,NaN
02zm04,5,9,1,1,2,motion,1,0.1535,NaN,NaN,NaN,1210413.1044,1210413.452,1,1,0.0005,2,02,4,NaN,0.1535
02zm04,5,10,1,1,1,orientation,1,NaN,2.4513,0.53,14.3236,1210415.484,1210415.786,1,1,0.3936,2,02,4,2.4513,NaN
02zm04,5,10,1,1,2,motion,1,0.5964,NaN,NaN,NaN,1210416.7371,1210417.0851,1,1,0.07049999999999999,2,02,4,NaN,0.5964
02zm04,5,11,1,1,1,orientation,1,NaN,3.1499,3.529,13.6287,1210419.5346,1210419.8365,1,1,0.1993,2,02,4,3.1499,NaN
02zm04,5,11,1,1,2,motion,1,0.2155,NaN,NaN,NaN,1210420.5925,1210420.946,1,1,0.0019,2,02,4,NaN,0.2155
02zm04,5,12,1,1,1,orientation,1,NaN,0.9084,0.9396,14.1382,1210423.12,1210423.422,1,1,2.9019,2,02,4,0.9084,NaN
02zm04,5,12,1,1,2,motion,1,0.5454,NaN,NaN,NaN,1210426.8806,1210427.229,1,1,0.1826,2,02,4,NaN,0.5454
02zm04,5,13,1,1,1,orientation,1,NaN,5.134,4.6131,15.4529,1210429.8055,1210430.1075,1,1,0.2804,2,02,4,5.134,NaN
02zm04,5,13,1,1,2,motion,1,0.2647,NaN,NaN,NaN,1210430.9447,1210431.2955,1,1,0.2924,2,02,4,NaN,0.2647
02zm04,5,14,1,1,1,orientation,1,NaN,3.7107,3.2355,16.934,1210433.723,1210434.027,1,1,0.1849,2,02,4,3.7107,NaN
02zm04,5,14,1,1,2,motion,1,0.6139,NaN,NaN,NaN,1210434.7567,1210435.1853,1,1,0.09859999999999999,2,02,4,NaN,0.6139
02zm04,5,15,1,1,1,orientation,1,NaN,0.1541,0.147,15.7326,1210437.7286,1210438.0353,1,1,0.5606,2,02,4,0.1541,NaN
02zm04,5,15,1,1,2,motion,1,0.2368,NaN,NaN,NaN,1210439.1738,1210439.5908,1,1,0.0931,2,02,4,NaN,0.2368
02zm04,5,16,1,1,1,orientation,1,NaN,1.1189,2.2774,15.5745,1210442.1771,1210442.4841,1,1,0.2715,2,02,4,1.1189,NaN
02zm04,5,16,1,1,2,motion,1,0.1964,NaN,NaN,NaN,1210443.3005,1210443.6982,1,1,0.2733,2,02,4,NaN,0.1964
02zm04,5,17,1,1,1,orientation,-1,NaN,1.3908,-0.5376,13.3355,1210446.3,1210446.602,1,0,0.3615,2,02,4,-1.3908,NaN
02zm04,5,17,1,1,2,motion,-1,0.0914,NaN,NaN,NaN,1210447.4884,1210447.8357,1,0,0.472,2,02,4,NaN,-0.0914
02zm04,5,18,1,1,1,orientation,1,NaN,3.726,2.6299,14.8286,1210450.9322,1210451.2341,0,0,0.4658,2,02,4,3.726,NaN
02zm04,5,18,1,1,2,motion,-1,0.0641,NaN,NaN,NaN,1210452.2564,1210452.6022,1,0,0.1217,2,02,4,NaN,-0.0641
02zm04,5,19,1,1,1,orientation,1,NaN,1.4109,0.6296,15.4346,1210455.1984,1210455.5004,0,0,0.2314,2,02,4,1.4109,NaN
02zm04,5,19,1,1,2,motion,-1,0.3666,NaN,NaN,NaN,1210456.2886,1210456.6442,0,1,0.4313,2,02,4,NaN,-0.3666
02zm04,5,20,1,1,1,orientation,-1,NaN,5.2998,-5.6843,16.4854,1210459.2992,1210459.6012,0,1,0.3546,2,02,4,-5.2998,NaN
02zm04,5,20,1,1,2,motion,1,0.5657,NaN,NaN,NaN,1210460.5284,1210460.8773,1,1,0.1186,2,02,4,NaN,0.5657
02zm04,5,21,1,1,1,orientation,1,NaN,5.9177,5.3395,16.6302,1210463.5759,1210463.8783,1,1,0.2376,2,02,4,5.9177,NaN
02zm04,5,21,1,1,2,motion,1,0.1381,NaN,NaN,NaN,1210464.6564,1210465.0104,1,1,0.2734,2,02,4,NaN,0.1381
02zm04,5,22,1,1,1,orientation,1,NaN,4.869,5.6752,13.6535,1210467.4137,1210467.7158,1,1,0.1758,2,02,4,4.869,NaN
02zm04,5,22,1,1,2,motion,1,0.3136,NaN,NaN,NaN,1210468.4177,1210468.7662,1,1,0.1817,2,02,4,NaN,0.3136
02zm04,5,23,1,1,1,orientation,1,NaN,0.0721,0.7639,15.5472,1210471.1361,1210471.4381,1,1,0.1818,2,02,4,0.0721,NaN
02zm04,5,23,1,1,2,motion,1,0.729,NaN,NaN,NaN,1210472.1445,1210472.4934,1,1,0.1185,2,02,4,NaN,0.729
02zm04,5,24,1,1,1,orientation,-1,NaN,3.4848,-2.0213,14.6204,1210474.9741,1210475.2761,0,1,0.4874,2,02,4,-3.4848,NaN
02zm04,5,24,1,1,2,motion,1,0.3216,NaN,NaN,NaN,1210476.3205,1210476.6677,1,1,0.0881,2,02,4,NaN,0.3216
02zm04,5,25,1,1,1,orientation,-1,NaN,4.2804,-3.4957,15.6265,1210478.7591,1210479.0621,0,1,0.1417,2,02,4,-4.2804,NaN
02zm04,5,25,1,1,2,motion,1,0.0451,NaN,NaN,NaN,1210479.7797,1210480.1882,1,1,0.08749999999999999,2,02,4,NaN,0.0451
02zm04,5,26,1,1,1,orientation,-1,NaN,5.5971,-6.21,15.5423,1210482.5304,1210482.8324,0,1,0.1791,2,02,4,-5.5971,NaN
02zm04,5,26,1,1,2,motion,1,0.2813,NaN,NaN,NaN,1210483.6006,1210483.9486,1,1,0.1672,2,02,4,NaN,0.2813
02zm04,5,27,1,1,1,orientation,1,NaN,5.0118,4.432,14.8461,1210486.3438,1210486.646,1,1,0.1897,2,02,4,5.0118,NaN
02zm04,5,27,1,1,2,motion,1,0.4069,NaN,NaN,NaN,1210487.3604,1210487.7093,1,1,0.3425,2,02,4,NaN,0.4069
02zm04,5,28,1,1,1,orientation,1,NaN,1.8492,2.6904,15.1444,1210490.0147,1210490.3167,1,1,0.2791,2,02,4,1.8492,NaN
02zm04,5,28,1,1,2,motion,1,0.4902,NaN,NaN,NaN,1210491.1526,1210491.4984,1,1,0.6335,2,02,4,NaN,0.4902
02zm04,5,29,1,1,1,orientation,-1,NaN,2.6434,-2.2723,14.9044,1210494.7688,1210495.0708,0,1,0.229,2,02,4,-2.6434,NaN
02zm04,5,29,1,1,2,motion,1,0.4412,NaN,NaN,NaN,1210495.8725,1210496.2255,1,1,0.0983,2,02,4,NaN,0.4412
02zm04,5,30,1,1,1,orientation,1,NaN,0.3696,0.4363,14.9628,1210498.466,1210498.768,0,0,0.4195,2,02,4,0.3696,NaN
02zm04,5,30,1,1,2,motion,-1,0.7752,NaN,NaN,NaN,1210499.8085,1210500.1586,0,1,0.4852,2,02,4,NaN,-0.7752
02zm04,5,31,1,1,1,orientation,1,NaN,5.5672,7.3406,15.8033,1210503.0642,1210503.3662,1,1,0.1733,2,02,4,5.5672,NaN
02zm04,5,31,1,1,2,motion,1,0.5922,NaN,NaN,NaN,1210504.0818,1210504.4306,1,1,0.0005999999999999999,2,02,4,NaN,0.5922
02zm04,5,32,1,1,1,orientation,-1,NaN,5.0326,-1.2909,14.9109,1210506.7663,1210507.0682,1,0,0.2315,2,02,4,-5.0326,NaN
02zm04,5,32,1,1,2,motion,-1,0.8492,NaN,NaN,NaN,1210507.8243,1210508.1749,0,1,0.2766,2,02,4,NaN,-0.8492
02zm04,5,33,1,1,1,orientation,1,NaN,1.904,3.7115,15.029,1210511.0323,1210511.3343,1,1,0.1412,2,02,4,1.904,NaN
02zm04,5,33,1,1,2,motion,1,0.4651,NaN,NaN,NaN,1210512.0163,1210512.3636,1,1,0.1203,2,02,4,NaN,0.4651
02zm04,5,34,1,1,1,orientation,-1,NaN,0.6445,-2.4343,14.4128,1210514.7981,1210515.1001,1,0,0.4078,2,02,4,-0.6445,NaN
02zm04,5,34,1,1,2,motion,-1,0.1838,NaN,NaN,NaN,1210516.0487,1210516.3967,1,0,0.4231,2,02,4,NaN,-0.1838
02zm04,5,35,1,1,1,orientation,1,NaN,2.8155,3.9197,15.1004,1210519.2032,1210519.5051,0,0,0.5306,2,02,4,2.8155,NaN
02zm04,5,35,1,1,2,motion,-1,0.7299,NaN,NaN,NaN,1210520.6086,1210520.9576,0,1,0.2939,2,02,4,NaN,-0.7299
02zm04,5,36,1,1,1,orientation,1,NaN,0.2017,1.6495,15.9877,1210523.7287,1210524.0307,0,0,0.3248,2,02,4,0.2017,NaN
02zm04,5,36,1,1,2,motion,-1,0.7146,NaN,NaN,NaN,1210524.9606,1210525.3106,1,0,3.3971,2,02,4,NaN,-0.7146
02zm04,5,37,1,1,1,orientation,-1,NaN,0.2374,-0.5348000000000001,14.1135,1210531.097,1210531.4017,1,0,0.65,2,02,4,-0.2374,NaN
02zm04,5,37,1,1,2,motion,-1,0.4436,NaN,NaN,NaN,1210532.6288,1210533.0402,1,0,0.3077,2,02,4,NaN,-0.4436
02zm04,5,38,1,1,1,orientation,1,NaN,2.7862,3.0495,15.1678,1210535.7327,1210536.0371,1,1,0.7188,2,02,4,2.7862,NaN
02zm04,5,38,1,1,2,motion,1,0.0484,NaN,NaN,NaN,1210537.3185,1210537.7357,1,1,0.4121,2,02,4,NaN,0.0484
02zm04,5,39,1,1,1,orientation,1,NaN,5.6648,3.7081,14.3447,1210540.4041,1210540.7104,0,0,0.6374,2,02,4,5.6648,NaN
02zm04,5,39,1,1,2,motion,-1,0.5023,NaN,NaN,NaN,1210541.8915,1210542.3022,0,1,0.3413,2,02,4,NaN,-0.5023
02zm04,5,40,1,1,1,orientation,-1,NaN,0.7021,-0.2452,13.7581,1210545.0938,1210545.3958,1,0,1.264,2,02,4,-0.7021,NaN
02zm04,5,40,1,1,2,motion,-1,0.0257,NaN,NaN,NaN,1210547.2003,1210547.5474,1,0,0.3124,2,02,4,NaN,-0.0257
02zm04,5,41,1,1,1,orientation,-1,NaN,3.3811,-4.1426,14.6641,1210550.0145,1210550.3165,0,1,0.2629,2,02,4,-3.3811,NaN
02zm04,5,41,1,1,2,motion,1,0.4719,NaN,NaN,NaN,1210551.1844,1210551.5305,1,1,0.3453,2,02,4,NaN,0.4719
02zm04,5,42,1,1,1,orientation,-1,NaN,0.063,-0.3374,13.0094,1210554.2816,1210554.5835,1,0,0.9399999999999999,2,02,4,-0.063,NaN
02zm04,5,42,1,1,2,motion,-1,0.6607,NaN,NaN,NaN,1210556.0324,1210556.3783,0,1,0.2332,2,02,4,NaN,-0.6607
02zm04,5,43,1,1,1,orientation,1,NaN,1.2242,0.6529,14.7935,1210558.6998,1210559.0019,1,1,1.0976,2,02,4,1.2242,NaN
02zm04,5,43,1,1,2,motion,1,0.4689,NaN,NaN,NaN,1210560.6723,1210561.0222,1,1,0.4695,2,02,4,NaN,0.4689
02zm04,5,44,1,1,1,orientation,-1,NaN,1.2494,-1.3811,15.6648,1210563.9798,1210564.2818,1,0,0.9859,2,02,4,-1.2494,NaN
02zm04,5,44,1,1,2,motion,-1,0.7622,NaN,NaN,NaN,1210565.7927,1210566.1421,0,1,0.2617,2,02,4,NaN,-0.7622
02zm04,5,45,1,1,1,orientation,1,NaN,0.5954,2.0292,16.1166,1210568.8185,1210569.1206,0,0,0.6109,2,02,4,0.5954,NaN
02zm04,5,45,1,1,2,motion,-1,0.6017,NaN,NaN,NaN,1210570.2886,1210570.6384,0,1,1.1734,2,02,4,NaN,-0.6017
02zm04,5,46,1,1,1,orientation,-1,NaN,1.4153,-0.6041,14.4213,1210574.3976,1210574.7019,0,1,1.4139,2,02,4,-1.4153,NaN
02zm04,5,46,1,1,2,motion,1,0.8523,NaN,NaN,NaN,1210576.6919,1210577.1046,1,1,0.1308,2,02,4,NaN,0.8523
02zm04,5,47,1,1,1,orientation,-1,NaN,4.2765,-2.0912,12.6664,1210579.2079,1210579.5123,0,1,0.4431,2,02,4,-4.2765,NaN
02zm04,5,47,1,1,2,motion,1,0.4837,NaN,NaN,NaN,1210580.5163,1210580.9212,1,1,0.0426,2,02,4,NaN,0.4837
02zm04,5,48,1,1,1,orientation,1,NaN,0.7865,1.5225,14.8104,1210583.4691,1210583.7711,1,1,1.3845,2,02,4,0.7865,NaN
02zm04,5,48,1,1,2,motion,1,0.8631,NaN,NaN,NaN,1210585.7285,1210586.0764,1,1,0.1354,2,02,4,NaN,0.8631
02zm04,5,49,1,1,1,orientation,-1,NaN,5.5987,-5.2691,15.5703,1210588.6642,1210588.9662,0,1,0.5094,2,02,4,-5.5987,NaN
02zm04,5,49,1,1,2,motion,1,0.6602,NaN,NaN,NaN,1210590.0643,1210590.41,1,1,0.0738,2,02,4,NaN,0.6602
02zm04,5,50,1,1,1,orientation,-1,NaN,0.1658,-0.7016,14.8177,1210592.5029,1210592.8056,0,1,0.5582,2,02,4,-0.1658,NaN
02zm04,5,50,1,1,2,motion,1,0.8056,NaN,NaN,NaN,1210593.9205,1210594.2705,1,1,0.0052,2,02,4,NaN,0.8056
02zm04,6,1,1,1,1,orientation,-1,NaN,1.5188,-2.1898,16.4858,1210610.9695,1210611.2729,0,1,0.4908,2,02,4,-1.5188,NaN
02zm04,6,1,1,1,2,motion,1,0.0516,NaN,NaN,NaN,1210612.3203,1210612.6695,1,1,0.0861,2,02,4,NaN,0.0516
02zm04,6,2,1,1,1,orientation,-1,NaN,0.4235,-0.8155,14.1331,1210615.209,1210615.511,0,1,1.8848,2,02,4,-0.4235,NaN
02zm04,6,2,1,1,2,motion,1,0.2605,NaN,NaN,NaN,1210617.9524,1210618.3649,1,1,0.1346,2,02,4,NaN,0.2605
02zm04,6,3,1,1,1,orientation,-1,NaN,2.0185,-2.4951,13.5646,1210621.007,1210621.3116,0,1,0.6118,2,02,4,-2.0185,NaN
02zm04,6,3,1,1,2,motion,1,0.1204,NaN,NaN,NaN,1210622.5316,1210622.9481,1,1,0.0005999999999999999,2,02,4,NaN,0.1204
02zm04,6,4,1,1,1,orientation,1,NaN,1.5209,2.7178,12.6067,1210625.0013,1210625.3041,0,0,0.5873,2,02,4,1.5209,NaN
02zm04,6,4,1,1,2,motion,-1,0.6024,NaN,NaN,NaN,1210626.4322,1210626.7855,0,1,0.4502,2,02,4,NaN,-0.6024
02zm04,6,5,1,1,1,orientation,1,NaN,1.9073,2.1721,16.1823,1210629.9194,1210630.222,1,1,0.1977,2,02,4,1.9073,NaN
02zm04,6,5,1,1,2,motion,1,0.5062,NaN,NaN,NaN,1210630.9928,1210631.3408,1,1,0.1668,2,02,4,NaN,0.5062
02zm04,6,6,1,1,1,orientation,-1,NaN,0.5506,-1.2195,15.0105,1210634.027,1210634.3289,0,1,1.3549,2,02,4,-0.5506,NaN
02zm04,6,6,1,1,2,motion,1,0.337,NaN,NaN,NaN,1210636.2729,1210636.6216,1,1,0.2138,2,02,4,NaN,0.337
02zm04,6,7,1,1,1,orientation,-1,NaN,0.0713,-0.5237000000000001,14.3877,1210639.1584,1210639.4604,0,1,0.4952,2,02,4,-0.0713,NaN
02zm04,6,7,1,1,2,motion,1,0.8337,NaN,NaN,NaN,1210640.5124,1210640.8593,1,1,0.1041,2,02,4,NaN,0.8337
02zm04,6,8,1,1,1,orientation,1,NaN,4.9269,3.4803,14.8296,1210643.3,1210643.6024,0,0,1.2492,2,02,4,4.9269,NaN
02zm04,6,8,1,1,2,motion,-1,0.2413,NaN,NaN,NaN,1210645.3922,1210645.7401,0,1,0.5036,2,02,4,NaN,-0.2413
02zm04,6,9,1,1,1,orientation,-1,NaN,3.6602,-3.8685,14.8887,1210648.2513,1210648.5544,0,1,0.2974,2,02,4,-3.6602,NaN
